Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
18,WAS,JaVale McGee,"University of Nevada, Reno",11,612,10481,4770,3016,226,0.564,0.087,0.589,17.1,7.8,4.9,0.4,29.7,0.136,-0.3,4.5
19,CLE,J.J. Hickson,North Carolina State University,8,534,11925,5081,3639,449,0.505,0,0.617,22.3,9.5,6.8,0.8,21.9,0.088,-2.3,-0.9
20,CHA,Alexis Ajinca,,7,293,3905,1553,1150,143,0.503,0.286,0.797,13.3,5.3,3.9,0.5,7.5,0.093,-2.5,-0.5
21,NJN,Ryan Anderson,University of California,11,640,16723,7995,3397,583,0.422,0.38,0.854,26.1,12.5,5.3,0.9,46.8,0.134,0.6,11.1
22,ORL,Courtney Lee,Western Kentucky University,11,771,21377,7590,2071,1324,0.451,0.388,0.854,27.7,9.8,2.7,1.7,38.6,0.087,-0.2,9.9
23,UTA,Kosta Koufos,Ohio State University,11,676,11150,3869,3414,349,0.535,0,0.582,16.5,5.7,5.1,0.5,28.2,0.121,-0.8,3.3
24,SEA,Serge Ibaka,,10,737,21273,9105,5352,533,0.514,0.356,0.762,28.9,12.4,7.3,0.7,62.6,0.141,0.7,14.2
25,HOU,Nicolas Batum,,11,753,23805,8934,3967,2863,0.436,0.358,0.84,31.6,11.9,5.3,3.8,53.9,0.109,2.4,26.6
26,SAS,George Hill,Indiana University-Purdue University Indianapolis,11,713,20206,8040,2220,2299,0.453,0.38,0.801,28.3,11.3,3.1,3.2,59.2,0.141,1.7,18.9
27,NOH,Darrell Arthur,University of Kansas,9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
28,MEM,Donte Greene,Syracuse University,4,253,4259,1541,600,183,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017,-3.8,-2
29,DET,D.J. White,Indiana University,6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
30,BOS,J.R. Giddens,University of New Mexico,2,38,247,73,54,13,0.476,0,0.565,6.5,1.9,1.4,0.3,0.1,0.027,-4.6,-0.2
31,MIN,Nikola Pekovic,,6,271,6744,3405,1807,199,0.518,,0.76,24.9,12.6,6.7,0.7,18.8,0.134,-0.8,2
32,SEA,Walter Sharpe,University of Alabama at Birmingham,1,8,20,8,3,0,0.364,0,0,2.5,1,0.4,0,-0.1,-0.131,-16.5,-0.1
33,POR,Joey Dorsey,University of Memphis,4,130,1488,344,513,55,0.534,0,0.375,11.4,2.6,3.9,0.4,2.9,0.092,-1.3,0.3
34,MIN,Mario Chalmers,University of Kansas,9,646,17245,5743,1585,2412,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,0.3,9.8
35,LAC,DeAndre Jordan,Texas A&M University,11,808,22813,7723,8770,673,0.671,0.091,0.463,28.2,9.6,10.9,0.8,82.7,0.174,2.2,24.2
36,POR,Omer Asik,,8,471,9216,2479,3362,280,0.528,0,0.551,19.6,5.3,7.1,0.6,20.9,0.109,-1.5,1.1
37,MIL,Luc Mbah a Moute,"University of California, Los Angeles",11,686,16013,4375,2798,588,0.454,0.335,0.66,23.3,6.4,4.1,0.9,26,0.078,-0.8,4.9
38,CHA,Kyle Weaver,Washington State University,3,73,1379,363,158,119,0.441,0.353,0.736,18.9,5,2.2,1.6,1.5,0.051,-1.3,0.3
39,CHI,Sonny Weems,University of Arkansas,4,183,3335,1189,402,257,0.465,0.283,0.702,18.2,6.5,2.2,1.4,0,0.001,-4.2,-1.9
40,NJN,Chris Douglas-Roberts,University of Memphis,6,222,4381,1571,472,254,0.439,0.329,0.831,19.7,7.1,2.1,1.1,5.4,0.059,-2.9,-1
41,IND,Nathan Jawai,,2,45,431,126,106,24,0.435,0,0.684,9.6,2.8,2.4,0.5,0.2,0.02,-4,-0.2
42,SAC,Sean Singletary,University of Virginia,1,37,303,90,35,29,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0,0.006,-4.9,-0.2
43,SAC,Patrick Ewing,Georgetown University,1,7,19,3,2,2,0,0,0.75,2.7,0.4,0.3,0.3,-0.1,-0.158,-9.3,0
44,UTA,Ante Tomic,,,,,,,,,,,,,,,,,,
45,SAS,Goran Dragic,,11,740,20736,10203,2255,3552,0.467,0.363,0.763,28,13.8,3,4.8,50.2,0.116,1.1,16.5
46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,
47,WAS,Bill Walker,Kansas State University,5,181,3016,1079,401,153,0.446,0.369,0.76,16.7,6,2.2,0.8,5,0.079,-1.3,0.5
48,PHO,Malik Hairston,University of Oregon,2,62,472,149,77,29,0.512,0.167,0.514,7.6,2.4,1.2,0.5,0.8,0.086,-1.9,0
49,GSW,Richard Hendrix,University of Alabama,,,,,,,,,,,,,,,,,
50,SEA,DeVon Hardin,University of California,,,,,,,,,,,,,,,,,
51,DAL,Shan Foster,Vanderbilt University,,,,,,,,,,,,,,,,,
52,MIA,Darnell Jackson,University of Kansas,3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
53,UTA,Tadija Dragicevic,,,,,,,,,,,,,,,,,,
54,HOU,Maarty Leunen,University of Oregon,,,,,,,,,,,,,,,,,
55,POR,Mike Taylor,Iowa State University,1,51,771,289,87,106,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.5,-0.7
56,SEA,Sasha Kaun,University of Kansas,1,25,95,23,26,3,0.529,,0.455,3.8,0.9,1,0.1,0.2,0.096,-0.8,0
57,SAS,James Gist,University of Maryland,,,,,,,,,,,,,,,,,
58,LAL,Joe Crawford,University of Kentucky,1,2,23,9,4,1,0.3,0.25,1,11.5,4.5,2,0.5,0,0.037,-5.6,0
59,DET,Deron Washington,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,
60,BOS,Semih Erden,,2,69,928,262,190,29,0.546,,0.594,13.4,3.8,2.8,0.4,1.8,0.094,-2,0
1,POR,Greg Oden,Ohio State University,3,105,2028,840,656,51,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174,1.1,1.6
2,SEA,Kevin Durant,University of Texas at Austin,12,832,30769,22592,5918,3381,0.492,0.382,0.883,37,27.2,7.1,4.1,139.6,0.218,5.1,55
3,ATL,Al Horford,University of Florida,12,770,25310,10839,6493,2474,0.524,0.366,0.752,32.9,14.1,8.4,3.2,83.6,0.159,3.2,33.3
4,MEM,Mike Conley,Ohio State University,12,778,25366,11466,2294,4441,0.44,0.374,0.818,32.6,14.7,2.9,5.7,69.5,0.132,1.9,25
5,BOS,Jeff Green,Georgetown University,11,842,25360,11108,3826,1352,0.44,0.335,0.804,30.1,13.2,4.5,1.6,39.6,0.075,-1.3,4.3
6,MIL,Yi Jianlian,,5,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.7,-4.1
7,MIN,Corey Brewer,University of Florida,12,793,18435,7019,2222,1223,0.425,0.283,0.713,23.2,8.9,2.8,1.5,21.7,0.057,-1,4.6
8,CHA,Brandan Wright,University of North Carolina,10,428,6949,2976,1560,199,0.607,0,0.674,16.2,7,3.6,0.5,26.2,0.181,1.6,6.4
9,CHI,Joakim Noah,University of Florida,12,658,18416,5786,5978,1870,0.491,0,0.699,28,8.8,9.1,2.8,61.3,0.16,4.1,28.3
10,SAC,Spencer Hawes,University of Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-0.7,5
11,ATL,Acie Law,Texas A&M University,4,188,2385,725,195,309,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-5.4,-2
12,PHI,Thaddeus Young,Georgia Institute of Technology,12,883,27110,11820,5279,1429,0.501,0.329,0.672,30.7,13.4,6,1.6,58.6,0.104,0.7,18.4
13,NOK,Julian Wright,University of Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-1.3,0.5
14,LAC,Al Thornton,Florida State University,4,296,8274,3527,1233,353,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.1
15,DET,Rodney Stuckey,Eastern Washington University,10,651,17890,8185,1912,2333,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-1.4,2.7
16,WAS,Nick Young,University of Southern California,12,720,16419,8194,1427,687,0.418,0.376,0.836,22.8,11.4,2,1,18.6,0.054,-3.4,-5.8
17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-2,0
18,GSW,Marco Belinelli,,12,785,18256,7852,1622,1340,0.426,0.378,0.847,23.3,10,2.1,1.7,29.5,0.078,-1.6,1.9
19,LAL,Javaris Crittenton,Georgia Institute of Technology,2,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.3,-1.1
20,MIA,Jason Smith,Colorado State University,11,614,10009,3769,2071,452,0.469,0.335,0.783,16.3,6.1,3.4,0.7,14.1,0.068,-2.6,-1.6
21,PHI,Daequan Cook,Ohio State University,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4
22,CHA,Jared Dudley,Boston College,12,833,19416,6492,2741,1344,0.464,0.392,0.73,23.3,7.8,3.3,1.6,41.3,0.102,1,14.9
23,NYK,Wilson Chandler,DePaul University,11,626,19327,8194,3382,1156,0.445,0.343,0.768,30.9,13.1,5.4,1.8,28.3,0.07,-0.7,6.3
24,PHO,Rudy Fernandez,,4,249,5965,2254,608,554,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.8,5.7
25,UTA,Morris Almond,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.4,-0.4
26,HOU,Aaron Brooks,University of Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.837,20.8,9.7,1.7,3,19.2,0.069,-1.8,0.8
27,DET,Arron Afflalo,"University of California, Los Angeles",11,762,20829,8198,2176,1386,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.1,4.5
28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.9,6.7
29,PHO,Alando Tucker,University of Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-6.7,-0.5
30,PHI,Petteri Koponen,,,,,,,,,,,,,,,,,,
31,SEA,Carl Landry,Purdue University,9,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-1.1,2.6
32,BOS,Gabe Pruitt,University of Southern California,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-3.1,-0.1
33,SAS,Marcus Williams,University of Arizona,2,13,39,14,12,3,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-7.5,-0.1
34,DAL,Nick Fazekas,"University of Nevada, Reno",1,26,269,107,89,11,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,-0.1,0.1
35,SEA,Glen Davis,Louisiana State University,8,514,10865,4111,2236,457,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.3,-0.8
36,GSW,Jermareo Davidson,University of Alabama,2,52,433,162,96,14,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-7.6,-0.6
37,POR,Josh McRoberts,Duke University,11,433,8271,2333,1686,901,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,1,6.2
38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-4,-0.6
39,MIA,Stanko Barac,,,,,,,,,,,,,,,,,,
40,LAL,Sun Yue,,1,10,28,6,0,2,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-15.2,-0.1
41,MIN,Chris Richard,University of Florida,2,70,780,135,194,25,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-3.5,-0.3
42,POR,Derrick Byars,Vanderbilt University,1,2,37,10,11,1,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,0.6,0
43,NOK,Adam Haluska,University of Iowa,,,,,,,,,,,,,,,,,
44,ORL,Reyshawn Terry,University of North Carolina,,,,,,,,,,,,,,,,,
45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
46,GSW,Stephane Lasme,University of Massachusetts Amherst,1,16,303,83,53,3,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-2.8,-0.1
47,WAS,Dominic McGuire,"California State University, Fresno",6,342,5348,939,1169,422,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-1.6,0.6
48,LAL,Marc Gasol,,11,775,26041,11739,5977,2663,0.483,0.346,0.777,33.6,15.1,7.7,3.4,77.9,0.144,3.4,35.7
49,CHI,Aaron Gray,University of Pittsburgh,7,318,3851,1066,1190,207,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-1.8,0.2
50,DAL,Renaldas Seibutis,,,,,,,,,,,,,,,,,,
51,CHI,JamesOn Curry,Oklahoma State University,1,1,0,0,0,0,,,,0,0,0,0,0,,,0
52,POR,Taurean Green,University of Florida,1,17,74,27,10,11,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-8.2,-0.1
53,POR,Demetris Nichols,Syracuse University,2,18,58,22,7,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-15.3,-0.2
54,HOU,Brad Newley,,,,,,,,,,,,,,,,,,
55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,,,,
56,MIL,Ramon Sessions,"University of Nevada, Reno",11,691,16119,7141,1840,2807,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,0.086,-1.9,0.5
57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,,,,
58,SAS,Giorgos Printezis,,,,,,,,,,,,,,,,,,
59,PHO,D.J. Strawberry,University of Maryland,1,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.1,-0.2
60,DAL,Milovan Rakovic,,,,,,,,,,,,,,,,,,
1,TOR,Andrea Bargnani,,10,550,15806,7873,2541,653,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-2.2,-0.9
2,CHI,LaMarcus Aldridge,University of Texas at Austin,13,931,32100,18163,7772,1818,0.49,0.283,0.809,34.5,19.5,8.3,2,104.1,0.156,1.4,27.3
3,CHA,Adam Morrison,Gonzaga University,3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9
4,POR,Tyrus Thomas,Louisiana State University,8,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.1,1.7
5,ATL,Shelden Williams,Duke University,6,361,5586,1618,1562,163,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-2.8,-1.2
6,MIN,Brandon Roy,University of Washington,6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.2,15.2
7,BOS,Randy Foye,Villanova University,11,752,19279,7729,1686,2112,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.3,3.4
8,HOU,Rudy Gay,University of Connecticut,13,862,29447,15248,5075,1921,0.456,0.348,0.797,34.2,17.7,5.9,2.2,54,0.088,0.5,18.7
9,GSW,Patrick O'Bryant,Bradley University,4,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-3.1,-0.2
10,SEA,Mouhamed Sene,,3,47,260,103,75,1,0.427,,0.589,5.5,2.2,1.6,0,0.3,0.052,-9.3,-0.5
11,ORL,J.J. Redick,Duke University,13,818,21099,10462,1637,1648,0.448,0.412,0.891,25.8,12.8,2,2,57.4,0.131,0,10.8
12,NOK,Hilton Armstrong,University of Connecticut,6,292,3378,880,766,102,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-2.8,-0.7
13,PHI,Thabo Sefolosha,,13,809,18341,4805,3116,1156,0.45,0.351,0.735,22.7,5.9,3.9,1.4,38,0.099,1.1,14.3
14,UTA,Ronnie Brewer,University of Arkansas,8,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.7,10.7
15,NOK,Cedric Simmons,North Carolina State University,3,75,705,163,141,14,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5.7,-0.7
16,CHI,Rodney Carney,University of Memphis,5,299,4600,1778,588,132,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-2.7,-0.8
17,IND,Shawne Williams,University of Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2,0
18,WAS,Oleksiy Pecherov,,3,111,1044,438,266,20,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-7,-1.3
19,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-5.4,-1.3
20,NYK,Renaldo Balkman,University of South Carolina,6,221,3064,894,769,132,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.9,2.2
21,PHO,Rajon Rondo,University of Kentucky,13,806,25495,8370,3879,6809,0.462,0.314,0.604,31.6,10.4,4.8,8.4,57.8,0.109,1.5,22.3
22,NJN,Marcus Williams,University of Connecticut,4,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-4.6,-2
23,NJN,Josh Boone,University of Connecticut,4,256,4482,1340,1258,125,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-1.9,0.1
24,MEM,Kyle Lowry,Villanova University,13,841,26290,12146,3565,5118,0.424,0.367,0.805,31.3,14.4,4.2,6.1,85.3,0.156,3.8,38.6
25,CLE,Shannon Brown,Michigan State University,9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-2.3,-0.6
26,LAL,Jordan Farmar,"University of California, Los Angeles",10,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-1.4,1.6
27,PHO,Sergio Rodriguez,,5,353,5281,1747,525,1183,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,-3.2,-1.6
28,DAL,Maurice Ager,Michigan State University,4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-10.4,-1.1
29,NYK,Mardy Collins,Temple University,4,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.9,-2
30,POR,Joel Freeland,,3,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-2.5,-0.2
31,POR,James White,University of Cincinnati,3,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.4,-0.2
32,HOU,Steve Novak,Marquette University,11,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,-0.9,1.6
33,ATL,Solomon Jones,University of South Florida,8,281,3092,839,654,99,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-2.9,-0.7
34,LAC,Paul Davis,Michigan State University,4,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.7,-0.5
35,TOR,P.J. Tucker,University of Texas at Austin,8,562,16097,4186,3224,804,0.424,0.36,0.743,28.6,7.4,5.7,1.4,28.4,0.085,0.8,11.4
36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.5,0.9
37,MIN,Bobby Jones,University of Washington,2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-3.5,-0.3
38,GSW,Kosta Perovic,,1,7,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-6.7,0
39,MIL,David Noel,University of North Carolina,1,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.4,-0.3
40,SEA,Denham Brown,University of Connecticut,,,,,,,,,,,,,,,,,
41,ORL,James Augustine,University of Illinois at Urbana-Champaign,2,27,156,42,33,4,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.2,0
42,CLE,Daniel Gibson,University of Texas at Austin,7,397,9316,3115,792,775,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.3
43,NOK,Marcus Vinicius,,2,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.6,-0.1
44,ORL,Lior Eliyahu,,,,,,,,,,,,,,,,,,
45,IND,Alexander Johnson,Florida State University,2,102,1302,439,275,30,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.3,-0.7
46,UTA,Dee Brown,University of Illinois at Urbana-Champaign,2,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-4.1,-0.4
47,UTA,Paul Millsap,Louisiana Tech University,13,925,27128,13072,6850,2119,0.491,0.332,0.733,29.3,14.1,7.4,2.3,86.6,0.153,3.2,35.8
48,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,,,,,
49,DEN,Leon Powe,University of California,5,239,3320,1484,911,78,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-2.3,-0.2
50,CHA,Ryan Hollins,"University of California, Los Angeles",10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-2.6,-1
51,LAL,Cheikh Samb,,2,22,114,22,31,1,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056,-9.2,-0.2
52,LAC,Guillermo Diaz,University of Miami,1,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-5.9,0
53,SEA,Yotam Halperin,,,,,,,,,,,,,,,,,,
54,NJN,Hassan Adams,University of Arizona,2,73,547,185,84,14,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-4.4,-0.3
55,CLE,Ejike Ugboaja,,,,,,,,,,,,,,,,,,
56,TOR,Edin Bavcic,,,,,,,,,,,,,,,,,,
57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
58,DAL,J.R. Pinnock,George Washington University,,,,,,,,,,,,,,,,,
59,SAS,Damir Markota,,1,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-9,-0.3
60,DET,Will Blalock,Iowa State University,1,14,166,25,15,17,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.7,-0.2
1,MIL,Andrew Bogut,University of Utah,13,694,19728,6769,6057,1535,0.535,0.12,0.556,28.4,9.8,8.7,2.2,50.3,0.122,2.3,21.6
2,ATL,Marvin Williams,University of North Carolina,14,999,28605,10491,5297,1295,0.443,0.362,0.806,28.6,10.5,5.3,1.3,62.4,0.105,-0.2,12.9
3,UTA,Deron Williams,University of Illinois at Urbana-Champaign,12,845,28865,13804,2619,6819,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.3,23.8
4,NOH,Chris Paul,Wake Forest University,14,931,32771,17319,4169,9028,0.47,0.37,0.868,35.2,18.6,4.5,9.7,169,0.248,7.3,77.3
5,CHA,Raymond Felton,University of North Carolina,14,958,28686,10805,2856,5081,0.412,0.328,0.79,29.9,11.3,3,5.3,39.8,0.067,-0.6,10
6,POR,Martell Webster,,10,580,13914,5056,1811,588,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,-0.7,4.6
7,TOR,Charlie Villanueva,University of Connecticut,11,656,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-1.8,0.6
8,NYK,Channing Frye,University of Arizona,13,883,19706,7754,3993,860,0.441,0.387,0.822,22.3,8.8,4.5,1,38.9,0.095,-0.2,8.9
9,GSW,Ike Diogu,Arizona State University,6,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-4.8,-2
10,LAL,Andrew Bynum,,8,418,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.3,9
11,ORL,Fran Vazquez,,,,,,,,,,,,,,,,,,
12,LAC,Yaroslav Korolev,,2,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-6.4,-0.2
13,CHA,Sean May,University of North Carolina,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2
14,MIN,Rashad McCants,University of North Carolina,4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-2.5,-0.6
15,NJN,Antoine Wright,Texas A&M University,6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.1,-1.5
16,TOR,Joey Graham,Oklahoma State University,6,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.8,-2.8
17,IND,Danny Granger,University of New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1
18,BOS,Gerald Green,,12,643,12795,6303,1609,593,0.418,0.361,0.816,19.9,9.8,2.5,0.9,18,0.068,-2.5,-1.5
19,MEM,Hakim Warrick,Syracuse University,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9
20,DEN,Julius Hodge,North Carolina State University,2,23,98,28,15,18,0.44,,0.5,4.3,1.2,0.7,0.8,0,0.003,-4.5,-0.1
21,PHO,Nate Robinson,University of Washington,11,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.2,7.8
22,DEN,Jarrett Jack,Georgia Institute of Technology,13,867,24140,9349,2487,3952,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-1.2,5.1
23,SAC,Francisco Garcia,University of Louisville,10,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.3,4.9
24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,-0.4,3.2
25,SEA,Johan Petro,,8,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.2,-4
26,DET,Jason Maxiell,University of Cincinnati,10,618,11379,3481,2576,266,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2,0.1
27,POR,Linas Kleiza,University of Missouri,7,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.4,-0.9
28,SAS,Ian Mahinmi,,11,577,9492,2911,2466,307,0.539,0.05,0.611,16.5,5,4.3,0.5,24.7,0.125,-0.3,4
29,MIA,Wayne Simien,University of Kansas,2,51,507,169,99,11,0.469,,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4
30,NYK,David Lee,University of Florida,12,829,24293,11232,7320,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,1.6,22.3
31,ATL,Salim Stoudamire,University of Arizona,3,157,2672,1260,214,164,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-5.1,-2.1
